Chinese,English,Frequency Count
手册,manual,551
假发,wig,551
维修,repair,551
打理,Take care of,551
测验,test,551
奥巴马,Obama,551
海军陆战队,Marines,551
露丝,Rustic,551
打动,move,551
无疑,undoubtedly,551
得逞,Succeed,550
志愿者,volunteer,550
比不上,Not compare,550
米克,Mate,550
带有,Have,550
莫名其妙,baffling,550
冠,crown,550
允許,allow,550
阿瑟,Artate,550
单单,only,550
跨越,Span,550
航线,route,550
达拉斯,Dallas,550
太近,Too close,550
无力,Powerless,549
浪費,waste,549
壮观,Spectacular,549
会计,Accounting,549
演习,exercise,549
巫术,witchcraft,549
厨艺,Kitchen,549
信赖,trust,549
神明,Divine,549
木偶,puppet,549
篮球,basketball,549
洒,sprinkle,549
迷宫,maze,549
蔓延,spread,549
国土,land,549
抗争,Fight against,549
口径,caliber,548
植入,Implant,548
宣称,claim,548
律師,lawyer,548
树枝,Branches,548
合并,merge,548
追寻,search,548
借钱,Borrow money,548
中弹,Bomb,548
这周,this week,548
车牌,License plate,547
合唱团,choir,547
人为,Artificial,547
坏掉,Break,547
弟兄们,brothers,547
伊凡,Ivan,547
香味,fragrance,547
饒,Spoof,547
花朵,Flower,547
將,Will,547
西尔,Sille,547
幼儿园,kindergarten,547
片段,Clip,547
拉尔夫,Ralph,547
隊,Team,547
握住,hold,547
这首,This one,547
诺亚,Noah,547
坦诚,Frank,547
那颗,That one,546
岁月,years,546
理会,Union,546
展览,exhibition,546
坐坐,Sit down,546
窃听,tapping,546
可耻,shameful,546
背部,Back,546
品尝,taste,546
幸運,Lucky,546
按住,Hold down,546
报案,Report,546
恕我直言,IMHO,546
菊花,chrysanthemum,546
作对,Be right,546
想必,presumably,546
外头,Outside,545
一脚,One foot,545
大家伙,big guy,545
责备,blame,545
艾略特,Eliot,545
虽说,although,545
還不,Not,545
其次,Second,545
吵死,Noisy,545
与其,Instead of,545
粒子,particle,545
看穿,see through,545
纽约市,New York City,545
压抑,Depression,545
整体,overall,545
瓦斯,gas,545
露,dew,544
小伙,Guy,544
争议,dispute,544
游荡,Swing,544
灰尘,dust,544
废弃,Abandon,544
第三季,third episode,544
去取,Take,544
大桥,Bridge,544
新手,Novice,544
烦死,Boring,544
停电,power failure,544
挣钱,Make money,544
报应,retribution,543
高层,High -level,543
癒,Heal,543
实情,Reality,543
当个,Be,543
抉择,Choice,543
动身,leave,543
生来,Give birth to,543
堵住,Block,543
高大,tall,543
士,scholar,543
无尽,Endless,543
公事,Public affairs,543
爱着,Love,543
真为,True,543
新泽西,New Jersey,543
帮上,Help,542
哗,Rush,542
奉,Worship,542
头号,Number,542
熟人,acquaintance,542
派遣,send,542
估,estimate,542
耶路撒冷,Jerusalem,542
港,port,542
当场,on the spot,542
正经,serious,542
一丝,Trace,542
塔斯,Tas,542
枪毙,Shot,542
转转,Turn around,542
摆在,Placed in,542
在世界上,in the world,541
四月,April,541
减轻,Reducing,541
核武器,Nuclear weapon,541
面孔,face,541
但别,Not,541
走近,Approach,541
戒酒,Quit drinking,541
关进,Shut in,541
修正,Amend,541
过日子,Live,541
签个,Sign,541
那幅,That,540
所见,See,540
友情,Friendship,540
洛伊,Roy,540
学期,semester,540
好家伙,Good guy,540
娘养,Nourish,540
大笑,laughing out loud,540
入住,Stay,540
后座,Back seat,540
孔,hole,540
喬,Jaundice,540
活跃,active,540
我放,I put,540
脑,brain,539
可比,comparable,539
伊万,Ivan,539
等级,grade,539
沉睡,Sleep,539
那块,That piece,539
健身房,Gym,539
头顶,Top of the head,539
诺言,promise,539
叶子,leaf,539
每隔,Everywhere,539
電話給,Call,539
小混蛋,little bastard,539
三百,three hundred,539
被关,is closed,538
我馬上,I'm right,538
顶尖,top notch,538
整夜,All night,538
打牌,play cards,538
ν,bleak,538
鹿,deer,538
法医,Forensic doctor,538
体贴,Considerate,538
对决,Confrontation,538
口信,Oral letter,538
瑞格,Riger,538
片刻,moment,538
电子邮件,e-mail,538
黑手党,mafia,538
突击,assault,537
私奔,elopement,537
造型,modeling,537
謊,lie,537
阿拉斯加,Alaska,537
飓风,hurricane,537
驾驶员,Driver,537
伤痕,Scar,537
绰号,nickname,537
损伤,damage,537
威尔逊,Wilson,537
下定决心,Determined,537
处罚,Punish,537
公牛,bull,537
伺候,Serve,537
裁决,ruling,537
酸,acid,537
徘徊,Wander,537
章,chapter,536
猪头,Pork head,536
意識,consciousness,536
女佣,maid,536
梦幻,dream,536
记号,mark,536
以至于,So as to,536
捧,Hold,536
上士,Supremacy,536
打赢,Win,536
移植,transplant,536
不怎么样,not so good,536
县,county,536
韩,Korean,536
不下,Not,535
捉住,Caught,535
波斯,Persian,535
说来话长,Say a long time,535
号房,Housing room,535
诸神,All gods,535
很感兴趣,very interested,535
博拉,Bora,535
营救,rescue,535
往事,past,535
牢里,In prison,535
圣灵,Holy Spirit,535
面对现实,face the reality,535
拨打,Dial,535
旋律,melody,535
博客,Blog,535
无法忍受,unbearable,535
怀抱,embrace,535
出入,Go in and out,535
做過,Do,535
时常,often,534
剧,drama,534
任性,capricious,534
桑尼,Sonny,534
他长,He is long,534
抖,shake,534
叉,cross,534
厄,Be,534
规律,law,534
証,certificate,534
人格,Personality,534
抬头,look up,534
找寻,Look for,534
瘫痪,paralysis,534
转弯,Turn,533
几十年,Decades,533
人头,Head,533
康,Be eliminated,533
艾拉,Ala,533
節目,programme,533
碰头,Meet,533
你還,you still,533
請問,Excuse me,533
答,answer,533
很近,Very close,533
敬礼,salute,533
不該,Not,533
买单,Pay,533
父王,King,532
寄来,Send,532
天知道,God knows,532
設計,design,532
教书,Teach,532
記者,reporter,532
我活,I am alive,532
没干,Not dry,532
此处,Here,532
碭,Bleak,532
十万,"100,000",532
奔跑,run,532
面对面,Face -to -face,532
莱斯,Lais,532
交流学习,Communicate,532
猫咪,Cat,532
螟,Bleak,532
发光,Light,532
卡罗,Karo,531
收据,Receipt,531
在此之前,Before,531
氣,gas,531
上床睡觉,go to bed,531
试一试,Try,531
罵,scold,531
熊猫,panda,531
刘易斯,Lewis,531
族,Ethnic,531
盈利,profit,531
拿破仑,Napoleon,531
不至于,Not to,531
巴德,Budda,531
旁邊,beside,531
另一只,Another,531
上岸,Ashore,530
能比,Compare,530
房东,landlord,530
輕人,Light,530
冇,without,530
如果说,If,530
情妇,mistress,530
莉娜,Lina,530
恳求,Plead,530
上方,Above,530
达斯,Das,529
水下,Underwater,529
奏效,Work,529
好美,What a nice view,529
忙碌,Busy,529
多个,Multiple,529
太郎,Taro,529
退学,Drop out,529
手续,formalities,528
走动,Walk around,528
全靠,Depend on,528
尽我所能,Do my best,528
并未,Not,528
撕,tear,528
樱桃,cherry,528
自我介绍,Self introduction,528
嘞,Bleak,528
权限,Authority,528
朱迪,Zhu Di,528
狀態,state,528
花生,peanut,527
之战,War,527
逛,visit,527
镇静,Calm,527
梅尔,Merr,527
粗,thick,527
痊愈,get well,527
吻合,Coincide,527
请教,consult,527
防线,Defense line,527
地窖,cellar,526
复活节,Easter,526
保险公司,Insurance company,526
不当,improper,526
打到,Hit,526
不上,Not,526
歹徒,Gangster,526
挚爱,Love,526
冒出来,pop up,526
亚特兰大,Atlanta,526
荣誉出品,Honor,526
科特,Kite,526
惊慌,panic,526
狀況,situation,525
激活,activation,525
皊,Bleak,525
動物,animal,525
江湖,Rivers and lakes,525
新年快乐,Happy New Year,525
省省,Province,525
竞赛,competition,525
惊吓,Frightened,525
現實,Reality,525
远处,far away,525
迪伊,Di,525
强暴,Rape,525
要給,Give,525
自卫,Self -defense,524
强硬,tough,524
后果自负,Consequences,524
新鲜空气,fresh air,524
听得见,can hear,524
垫,pad,524
含义,meaning,524
车票,ticket,524
豆腐,Tofu,524
绑起来,Tie up,524
内特,Inner,524
瞪,stare,524
深爱,Love,524
頗,quite,524
战机,Fighter,524
布兰登,Brandon,524
怀里,In my arms,524
刻薄,mean,524
问起,Ask,524
无耻,Shameless,524
淹没,Flood,523
坏话,Discery,523
折腾,toss,523
电击,electric shock,523
不及,Be less than,523
嘉宾,Guest,523
艺人,artist,523
草地,grassland,523
妳是,You are,523
隐蔽,hidden,523
华特,Walter,523
中东,middle East,523
华尔街,Wall Street,523
激励,excitation,523
隨時,at any time,523
愧疚,Guilty,523
缉毒,Anti -drug,522
胜任,competent,522
中毒,Poisoning,522
童话,fairy tale,522
三角,Triangle,522
某個,A certain,522
趴,lie,522
皮埃尔,Piel,522
蜥蜴,lizard,522
一发,One time,522
怀,Be,522
罗尼,Ronini,522
加把劲,Work hard,522
人工,Artificial,522
付款,Payment,522
村长,village head,522
测量,Measurement,522
太慢,Too slow,522
田,field,522
超时空,Time and space,522
赞助,sponsor,522
那栋,That building,521
这台,This station,521
舞伴,Dance,521
我生,I am born,521
聲,Voice,521
漏洞,Vulnerability,521
人來,People,521
哪天,When,521
快感,Pleasure,521
通通,all,521
鳥,bird,521
暴徒,thug,521
小妹妹,Little sister,520
出發,Set off,520
崭新,Brand new,520
失效,Fail,520
回电,Call back,520
设想,Imagine,520
汉,Chinese,520
起身,Get up,519
有话要说,Have something to say,519
打出,Play,519
凤凰,Phoenix,519
上瘾,Addiction,519
脚印,footprint,519
唱得,Sing,519
模特儿,Model,519
夏季,summer,519
旅館,hostel,519
退缩,Retract,518
一滴,One drop,518
咒,curse,518
内森,Nason,518
湾,Bay,518
漏,leak,517
真可怜,Pitiful,517
此案,This case,517
致死,lethal,517
份子,Part,517
小看,Underestimate,517
珊瑚,coral,517
心臟,heart,516
藏身,Hiding,516
马可,Mark,516
胡,Hu,516
发脾气,loose the temper,515
来杯,Cup,515
可用,Available,515
许,May,515
大餐,Feast,515
母,mother,515
岗位,post,515
下星期,Next week,514
这支,This,514
受够,Enough,514
困在,Trapped in,514
混账,Mix,514
太空船,Spacecraft,514
规划,planning,514
撒謊,lie,514
纪念品,souvenir,514
裂缝,crack,514
过错,fault,514
超自然,supernatural,514
哈克,Harker,514
电视机,TV set,514
震动,shock,514
打火机,lighter,514
热水,Hot water,514
图案,pattern,514
索菲,Sophie,513
琪,Unbroken,513
奶牛,Dairy,513
這點,this point,513
点击,Clicked,513
上車,boarding,513
睇,Cherish,513
泡沫,Foam,513
空调,air conditioner,513
欲,want,513
腹,belly,513
残骸,wreckage,513
削减,reduce,513
斯塔克,Stark,513
瑞恩,Ryan,513
带回去,Bring back,513
情人节,Valentine's Day,512
大军,Army,512
虎,Tiger,512
配不上,Not deserve,512
口水,saliva,512
酒保,Liquor,512
高中生,High school student,512
药品,drug,511
破壞,destroy,511
鹦鹉,Parrot,511
轰炸机,bomber,511
伯恩,Berian,511
宋,Song,511
兰德,Rand,511
发音,pronounce,511
庆典,celebration,511
拉开,Open up,511
随机,random,511
底,end,511
公,male,511
七月,July,511
肚子饿,Hungry,511
凡事,Everything,510
奶,Milk,510
哪去,Where to go,510
匕首,dagger,510
这起,This,510
不斷,Constant,510
浩,Vast,510
中止,Stop,510
变形,Deformation,510
一类,one type,510
畏惧,fear,510
达尔,Dar,510
當你,You,510
生前,Before life,510
眼下,at the moment,510
废墟,ruins,509
千年,millennium,509
最終,finally,509
有幸,Lucky,509
疲惫,exhausted,509
纠结,Tangle,509
挑剔,Discerning,509
加快,accelerate,509
背面,back,509
真没想到,It surprised me that,509
問問,Ask,509
卡门,Deck,509
硄,Bleak,509
银,silver,509
渣,Scum,509
孽,evil,509
警惕,alert,509
桃子,peach,509
人马,Person,508
這場,This game,508
一两个,One or two,508
提取,extract,508
液体,liquid,508
冰激凌,Ice cream,508
新奥尔良,New Orleans,508
举止,manner,508
腹部,abdomen,508
召开,Hold,508
龙虾,lobster,508
暴躁,irritable,508
庭上,In the court,507
问题所在,problem lies in,507
政治家,politician,507
伤疤,scar,507
侦察,reconnaissance,507
切除,resection,507
踢球,Kick,507
添麻烦,Trouble,507
油漆,paint,507
ー,ー,507
国防部,Department of Defense,507
我成,I am,507
体系,system,507
卡利,Cashier,507
尼娜,Nina,506
聪明人,smart people,506
心事,Mind,506
這一點,at this point,506
认错,Admit a mistake,506
拔,pull,506
内尔,Gene,506
赐,Give,506
价,price,506
心烦,Upset,506
授予,Grant,506
即刻,immediately,506
记下来,record,506
南非,South Africa,505
黛西,Daisai,505
知晓,Know,505
挖出,Dig out,505
捐,donate,505
藉口,Excuse,505
我选,I choose,505
无赖,Rogue,505
来来来,Come,505
泡妞,Pick up girls,504
增强,Enhance,504
培根,Bacon,504
格斗,Fight,504
调用,transfer,504
碰撞,collision,504
纠正,correct,504
数据库,database,504
聚在一起,gather together,504
ﺋ,Bleak,504
看似,Seemingly,504
真能,Really,504
法西斯,Fascist,504
小猪,piggy,503
回国,Return home,503
阿杰,Ajie,503
ﻒ,Bleak,503
亿美元,One hundred million U.S. dollars,503
农夫,farmer,503
相当于,Equivalent to,503
得意,proud,503
爱好者,Enthusiast,503
脫,Take off,503
繁殖,Reproduce,503
渡过,Pass through,503
乡巴佬,Villagers,502
决不会,Never,502
带路,lead the way,502
鲁莽,reckless,502
怨恨,resentment,502
搜集,collect,502
ユ,Bleak,502
地獄,hell,502
斯坦利,Stanley,502
赛斯,Sais,502
竞技场,arena,501
抑制,inhibition,501
钢铁,Steel,501
布洛克,Brock,501
祭,Sacrifice,501
落到,Fall,501
已知,A known,501
辣妹,Spicy girl,501
对准,alignment,501
天主,God,501
挺住,Hold up,501
疑惑,Confuse,500
酒馆,Tavern,500
冒昧,Take the liberation,500
台阶,Steps,500
偿还,repay,500
ﻼ,Bleak,500
認,recognize,500
我数,I am,500
拉克,Lak,500
作案,Commit crimes,500
看不起,despise,500
扩散,diffusion,500
午安,good afternoon,500
犬,dog,500
身亡,Die,499
劈,hack,499
雪梨,Sydney,499
随心所欲,Do whatever you want,499
布鲁诺,Bunno,499
暗号,signal,499
战友,Comrade -in -law,499
自责,Blame,499
令人兴奋,Exciting,498
包包,Bag,498
点半,Half,498
再生,regeneration,498
坐飞机,By plane,498
蚊子,mosquito,498
改编,adaptation,498
妒忌,jealous,498
公尺,meter,498
诺夫,Nov,498
想不起来,Can not remember,498
启发,Inspire,498
大都会,metropolis,498
补,repair,498
收钱,Collect money,498
清空,Empty,498
适用,Be applicable,498
来信,Letter,498
观念,Concept,498
我愿,I wish,498
尼古拉斯,Nicholas,497
杰弗里,Jefferi,497
知情,Knowledge,497
超過,Exceed,497
忠心,loyalty,497
弗林特,Flint,497
走来,Coming,497
奈,Nanole,497
发电机,dynamo,497
演示,Demonstrate,497
大块头,Big,497
社团,Community,497
无助,helpless,497
中途,halfway,496
神灵,Deity,496
詞,word,496
那笔,That pen,496
进度,schedule,496
提早,Early,496
英國,U.K.,496
軍隊,army,496
辛格,Sing Ge,496
案例,Case,496
焦点,focus,495
太阳系,Solar system,495
围巾,scarf,495
斯托,Stolka,495
后台,Backstage,495
面部,Facial,495
契约,contract,495
关灯,Turn off the light,495
剧终,End,495
寄生虫,Parasite,495
叛军,Rebel,495
开花,flowering,495
关照,care,495
当选,Be elected,494
杰里,Jerer,494
杰斯,Jess,494
娜塔莎,Natasha,494
兽,beast,494
言论,Remark,494
沒見過,never seen it,494
愚弄,Fooled,494
营业,Operate,494
姜,ginger,494
两件事,Two things,494
流放,exile,494
ﺏ,Bleak,494
有家,Have a home,494
先别,Don't,494
里尔,Lerr,493
ﺛ,Bleak,493
群体,group,493
爪子,paw,493
债,debt,493
程式,Program,493
私生子,illegitimate child,493
歪,crooked,493
罐头,can,493
叹息,sigh,493
塞斯,Cessis,493
仍旧,Still,493
致,To,493
球迷,fan,493
求助,Ask for help,493
子民,People,493
绷带,bandage,493
轻微,slight,492
团伙,Gang,492
便会,Be,492
自找,Be,492
有助于,Help,492
湖边,Lake,492
阿德,Ada,492
漫步,stroll,492
他現,He,492
明信片,postcard,492
驚,shock,492
传球,Pass the ball,492
应用,application,492
爱尔兰人,Irishman,492
条约,treaty,491
教士,Priest,491
军火,arms,491
用作,Use,491
斯隆,Rumbling,491
内心深处,deep in the heart,491
艰苦,hard,491
流动,flow,491
后备箱,Trunk,491
计时,Timing,491
告发,Sue,491
用枪,Gun,491
畢業,graduate,491
前台,front desk,491
相當,quite,491
报名,Sign up,491
班长,Squad leader,491
哈妮,Hani,491
從來,Never,490
别介意,Don't mind,490
莫妮卡,Monica,490
更改,Change,490
小兰,Xiaolan,490
成分,Element,490
马尔科,Marco,490
法國,France,490
猛烈,violent,490
改成,Change to,490
马赛,Marseille,490
发狂,Madness,490
注入,injection,490
更衣室,locker room,489
监护人,guardian,489
道格拉斯,Douglas,489
放出,release,489
解剖,Anatomy,489
董事,director,489
真面目,true colors,489
一度,one time,489
银河,Galaxy,489
真令人,So embarrassed,489
沃德,Ward,489
听众,audience,489
碰过,Touched,489
患有,Suffer,489
木,Wood,488
小路,Path,488
澄清,clarify,488
拉拉,Pull,488
单词,word,488
抢走了,Robbed,488
犯规,foul,488
当上,become,488
不久前,Not long ago,488
同學,classmate,487
预知,Predict,487
全力以赴,Go all out,487
属,Subordinate,487
坦白说,honestly,487
暮,twilight,487
靠着,Lean,487
内阁,cabinet,487
肿瘤,Tumor,487
快递,express delivery,487
四分,Four -point,487
营养,Nutrition,487
胡說,nonsense,487
や,Bleak,486
汽車,car,486
扯平,Flat,486
察觉到,Noticed,486
盔甲,armor,486
乖孩子,Good boy,486
公鸡,Rooster,486
天主教徒,Catholic,486
很烂,Rotten,486
丽,Korea,486
回信,reply,486
铅笔,pencil,486
小声,Whisper,486
善于,Be good at,486
乔希,Josh,486
顽固,stubborn,486
彩排,dress rehearsal,486
恰好,exactly,486
屁事,Fart,486
短裤,shorts,486
中文,Chinese,486
没钱,Have no money,486
冷酷,Cooler,485
責任,responsibility,485
警,police,485
选出,Choose,485
凉爽,cool,485
联调,Tune,485
招牌,Shop sign,485
勋爵,Lord,485
送命,Give a life,485
受损,Damage,485
电视节目,TV show,485
兜风,Pocket,485
偷听,Eavesdrop,485
螃蟹,Crab,485
啰嗦,Shy,485
再用,Re -use,485
冬季,winter,485
上钩,Hook,485
揪,Hold,485
登场,Appear,485
酸奶,yogurt,484
榜样,example,484
场地,site,484
布莱斯,Bryce,484
共和党,Republican,484
